carname,make,model,year,kilometersdriven,fueltype,transmission,location,city,price,price_lakhs,listingurl,imageurl,source
2014 Honda Amaze,honda,amaze,2014,117644.0,Petrol,manual,pune,pune,2.22 Lakh,2.22,https://www.cars24.com/buy-used-honda-amaze-2014-cars-pune-10660565736/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,52515.0,Petrol,manual,pune,pune,1.77 Lakh,1.77,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10611467739/,,Cars24
2012 Hyundai Eon,hyundai,eon,2012,51846.0,Petrol,manual,pune,pune,1.39 Lakh,1.39,https://www.cars24.com/buy-used-hyundai-eon-2012-cars-pune-10650361787/,,Cars24
2016 Honda City,honda,city,2016,92322.0,Petrol,manual,pune,pune,3.63 Lakh,3.63,https://www.cars24.com/buy-used-honda-city-2016-cars-pune-10664162747/,,Cars24
2013 Maruti Swift Dzire,maruti,swift dzire,2013,66865.0,Petrol,manual,pune,pune,2.20 Lakh,2.2,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-pune-10614263781/,,Cars24
2017 Volkswagen Polo,volkswagen,polo,2017,59524.0,Petrol,auto,pune,pune,4.29 Lakh,4.29,https://www.cars24.com/buy-used-volkswagen-polo-2017-cars-pune-10677262795/,,Cars24
2022 MG ASTOR,mg,astor,2022,52428.0,Petrol,manual,pune,pune,6.95 Lakh,6.95,https://www.cars24.com/buy-used-mg-astor-2022-cars-pune-12323546729/,,Cars24
2021 Hyundai GRAND I10 NIOS,hyundai,grand i10 nios,2021,41176.0,Petrol,manual,pune,pune,5.35 Lakh,5.35,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-pune-10629940782/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,106088.0,Petrol,manual,pune,pune,1.82 Lakh,1.82,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10642369722/,,Cars24
2015 Honda Jazz,honda,jazz,2015,89663.0,Petrol,manual,pune,pune,2.82 Lakh,2.82,https://www.cars24.com/buy-used-honda-jazz-2015-cars-pune-10693466727/,,Cars24
2019 Maruti Swift,maruti,swift,2019,82246.0,Petrol,auto,pune,pune,4.38 Lakh,4.38,https://www.cars24.com/buy-used-maruti-swift-2019-cars-pune-10636766729/,,Cars24
2015 Honda Amaze,honda,amaze,2015,68154.0,Petrol,manual,pune,pune,2.79 Lakh,2.79,https://www.cars24.com/buy-used-honda-amaze-2015-cars-pune-10617660735/,,Cars24
2022 Maruti New Wagon-R,maruti,new wagon-r,2022,25366.0,Petrol,manual,pune,pune,4.73 Lakh,4.73,https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-pune-10687860743/,,Cars24
2021 Tata NEXON,tata,nexon,2021,21016.0,Petrol,auto,pune,pune,7.37 Lakh,7.37,https://www.cars24.com/buy-used-tata-nexon-2021-cars-pune-10609564701/,,Cars24
2016 Tata Tiago,tata,tiago,2016,88841.0,Petrol,manual,pune,pune,2.80 Lakh,2.8,https://www.cars24.com/buy-used-tata-tiago-2016-cars-pune-10676661727/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,36288.0,Petrol,manual,pune,pune,2.60 Lakh,2.6,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-pune-12314464753/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,80052.0,Petrol,manual,pune,pune,2.21 Lakh,2.21,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10601667721/,,Cars24
2014 Hyundai Elite i20,hyundai,elite i20,2014,90891.0,Petrol,manual,pune,pune,3.76 Lakh,3.76,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-pune-10642667740/,,Cars24
2023 Tata NEXON,tata,nexon,2023,30514.0,Petrol,manual,pune,pune,7.26 Lakh,7.26,https://www.cars24.com/buy-used-tata-nexon-2023-cars-pune-10606064738/,,Cars24
2016 Maruti Alto 800,maruti,alto 800,2016,110045.0,Petrol,manual,pune,pune,1.75 Lakh,1.75,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-10661007764/,,Cars24
2015 Toyota Etios,toyota,etios,2015,110808.0,Cng,manual,pune,pune,2.61 Lakh,2.61,https://www.cars24.com/buy-used-toyota-etios-2015-cars-pune-10693866708/,,Cars24
2022 Skoda KUSHAQ,skoda,kushaq,2022,39070.0,Petrol,auto,pune,pune,9.55 Lakh,9.55,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-pune-10633063712/,,Cars24
2014 Tata Nano,tata,nano,2014,40078.0,Cng,manual,pune,pune,1.19 Lakh,1.19,https://www.cars24.com/buy-used-tata-nano-2014-cars-pune-10638763772/,,Cars24
2021 Skoda KUSHAQ,skoda,kushaq,2021,49856.0,Petrol,auto,pune,pune,7.67 Lakh,7.67,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-pune-10686861722/,,Cars24
2016 Honda Jazz,honda,jazz,2016,29672.0,Petrol,manual,pune,pune,3.68 Lakh,3.68,https://www.cars24.com/buy-used-honda-jazz-2016-cars-pune-10695669757/,,Cars24
2017 Maruti Vitara Brezza,maruti,vitara brezza,2017,132540.0,Diesel,manual,pune,pune,5.03 Lakh,5.03,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-pune-10696067738/,,Cars24
2015 Hyundai Grand i10,hyundai,grand i10,2015,67066.0,Cng,manual,pune,pune,2.93 Lakh,2.93,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-pune-10677164734/,,Cars24
2022 Tata Safari,tata,safari,2022,116290.0,Diesel,manual,pune,pune,13.12 Lakh,13.12,https://www.cars24.com/buy-used-tata-safari-2022-cars-pune-10619160700/,,Cars24
2018 Hyundai Creta,hyundai,creta,2018,63579.0,Diesel,manual,pune,pune,8.54 Lakh,8.54,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-pune-10604061741/,,Cars24
2019 Ford Ecosport,ford,ecosport,2019,45274.0,Diesel,manual,pune,pune,5.53 Lakh,5.53,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-pune-10600461743/,,Cars24
2020 Maruti S PRESSO,maruti,s presso,2020,95321.0,Petrol,auto,pune,pune,3.15 Lakh,3.15,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-pune-10690066743/,,Cars24
2021 Maruti XL6,maruti,xl6,2021,84940.0,Petrol,auto,pune,pune,7.92 Lakh,7.92,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-pune-10628862732/,,Cars24
2014 Maruti Celerio,maruti,celerio,2014,74154.0,Petrol,auto,pune,pune,2.65 Lakh,2.65,https://www.cars24.com/buy-used-maruti-celerio-2014-cars-pune-10617067706/,,Cars24
2019 Renault Duster,renault,duster,2019,50181.0,Diesel,auto,pune,pune,6.21 Lakh,6.21,https://www.cars24.com/buy-used-renault-duster-2019-cars-pune-10648262749/,,Cars24
2016 Volkswagen Vento,volkswagen,vento,2016,89499.0,Petrol,auto,pune,pune,3.74 Lakh,3.74,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-pune-10682464757/,,Cars24
2013 Maruti Swift,maruti,swift,2013,77175.0,Petrol,manual,pune,pune,2.81 Lakh,2.81,https://www.cars24.com/buy-used-maruti-swift-2013-cars-pune-10620366742/,,Cars24
2017 Maruti Ertiga,maruti,ertiga,2017,39596.0,Diesel,manual,pune,pune,7.56 Lakh,7.56,https://www.cars24.com/buy-used-maruti-ertiga-2017-cars-pune-10649363704/,,Cars24
2015 Volkswagen Polo,volkswagen,polo,2015,123522.0,Petrol,auto,pune,pune,3.36 Lakh,3.36,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-pune-10688766751/,,Cars24
2018 Honda Amaze,honda,amaze,2018,83350.0,Petrol,manual,pune,pune,4.37 Lakh,4.37,https://www.cars24.com/buy-used-honda-amaze-2018-cars-pune-11916540749/,,Cars24
2014 Hyundai Eon,hyundai,eon,2014,45951.0,Petrol,manual,pune,pune,1.53 Lakh,1.53,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-pune-10617160742/,,Cars24
2014 Maruti Swift Dzire,maruti,swift dzire,2014,69292.0,Petrol,manual,pune,pune,3.55 Lakh,3.55,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-pune-10619767743/,,Cars24
2022 Skoda KUSHAQ,skoda,kushaq,2022,43205.0,Petrol,manual,pune,pune,7.08 Lakh,7.08,https://www.cars24.com/buy-used-skoda-kushaq-2022-cars-pune-10674668741/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,37878.0,Petrol,manual,pune,pune,2.61 Lakh,2.61,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-pune-10672860729/,,Cars24
2016 Maruti Alto 800,maruti,alto 800,2016,69391.0,Cng,manual,pune,pune,2.54 Lakh,2.54,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-10671165723/,,Cars24
2021 Tata TIGOR,tata,tigor,2021,34973.0,Petrol,auto,pune,pune,5.20 Lakh,5.2,https://www.cars24.com/buy-used-tata-tigor-2021-cars-pune-10630961708/,,Cars24
2020 Renault TRIBER,renault,triber,2020,45598.0,Petrol,manual,pune,pune,4.35 Lakh,4.35,https://www.cars24.com/buy-used-renault-triber-2020-cars-pune-10645166743/,,Cars24
2021 Tata ALTROZ,tata,altroz,2021,51944.0,Diesel,manual,pune,pune,6.23 Lakh,6.23,https://www.cars24.com/buy-used-tata-altroz-2021-cars-pune-10606345749/,,Cars24
2017 Hyundai Grand i10,hyundai,grand i10,2017,46356.0,Petrol,manual,pune,pune,2.87 Lakh,2.87,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-12344160753/,,Cars24
2017 Hyundai Grand i10,hyundai,grand i10,2017,47722.0,Petrol,manual,pune,pune,3.70 Lakh,3.7,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-10603463734/,,Cars24
2016 Hyundai i10,hyundai,i10,2016,40772.0,Petrol,manual,pune,pune,2.18 Lakh,2.18,https://www.cars24.com/buy-used-hyundai-i10-2016-cars-pune-10647665731/,,Cars24
2020 KIA SELTOS,kia,seltos,2020,134634.0,Diesel,auto,pune,pune,10.77 Lakh,10.77,https://www.cars24.com/buy-used-kia-seltos-2020-cars-pune-10663869727/,,Cars24
2022 KIA SELTOS,kia,seltos,2022,64473.0,Diesel,manual,pune,pune,11.50 Lakh,11.5,https://www.cars24.com/buy-used-kia-seltos-2022-cars-pune-10696866700/,,Cars24
2014 Ford Ecosport,ford,ecosport,2014,44215.0,Petrol,manual,pune,pune,3.47 Lakh,3.47,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-pune-10693565740/,,Cars24
2017 Hyundai Creta,hyundai,creta,2017,85068.0,Petrol,manual,pune,pune,5.72 Lakh,5.72,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-10699561707/,,Cars24
2013 Toyota Etios Liva,toyota,etios liva,2013,65995.0,Petrol,manual,pune,pune,2.04 Lakh,2.04,https://www.cars24.com/buy-used-toyota-etios-liva-2013-cars-pune-10647969717/,,Cars24
2023 Tata NEXON,tata,nexon,2023,60862.0,Diesel,manual,pune,pune,8.31 Lakh,8.31,https://www.cars24.com/buy-used-tata-nexon-2023-cars-pune-10632968791/,,Cars24
2013 Renault Duster,renault,duster,2013,98252.0,Diesel,manual,pune,pune,2.95 Lakh,2.95,https://www.cars24.com/buy-used-renault-duster-2013-cars-pune-10620264741/,,Cars24
2021 Honda City,honda,city,2021,41370.0,Petrol,auto,pune,pune,8.42 Lakh,8.42,https://www.cars24.com/buy-used-honda-city-2021-cars-pune-10647068741/,,Cars24
2013 Maruti Alto K10,maruti,alto k10,2013,63725.0,Petrol,manual,pune,pune,1.56 Lakh,1.56,https://www.cars24.com/buy-used-maruti-alto-k10-2013-cars-pune-10665766734/,,Cars24
2019 Volkswagen Vento,volkswagen,vento,2019,59847.0,Diesel,manual,pune,pune,5.81 Lakh,5.81,https://www.cars24.com/buy-used-volkswagen-vento-2019-cars-pune-10677665736/,,Cars24
2021 KIA SELTOS,kia,seltos,2021,51328.0,Diesel,auto,pune,pune,9.97 Lakh,9.97,https://www.cars24.com/buy-used-kia-seltos-2021-cars-pune-10648662701/,,Cars24
2019 Volkswagen Vento,volkswagen,vento,2019,72482.0,Petrol,auto,pune,pune,5.57 Lakh,5.57,https://www.cars24.com/buy-used-volkswagen-vento-2019-cars-pune-10689069742/,,Cars24
2019 Maruti S PRESSO,maruti,s presso,2019,72936.0,Petrol,auto,pune,pune,2.98 Lakh,2.98,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-pune-10620460747/,,Cars24
2019 Maruti Alto 800,maruti,alto 800,2019,86040.0,Cng,manual,pune,pune,2.79 Lakh,2.79,https://www.cars24.com/buy-used-maruti-alto-800-2019-cars-pune-10640762735/,,Cars24
2014 Honda Amaze,honda,amaze,2014,76215.0,Diesel,manual,pune,pune,3.05 Lakh,3.05,https://www.cars24.com/buy-used-honda-amaze-2014-cars-pune-10644262738/,,Cars24
2014 Hyundai i20,hyundai,i20,2014,77067.0,Petrol,manual,pune,pune,2.47 Lakh,2.47,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-pune-10677462729/,,Cars24
2015 Hyundai i10,hyundai,i10,2015,23803.0,Petrol,manual,pune,pune,2.02 Lakh,2.02,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-pune-10621068784/,,Cars24
2019 Tata TIAGO NRG,tata,tiago nrg,2019,79993.0,Petrol,manual,pune,pune,3.59 Lakh,3.59,https://www.cars24.com/buy-used-tata-tiago-nrg-2019-cars-pune-10635660702/,,Cars24
2015 Maruti Celerio,maruti,celerio,2015,138244.0,Cng,manual,pune,pune,2.89 Lakh,2.89,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-pune-10637569702/,,Cars24
2014 Honda City,honda,city,2014,64579.0,Diesel,manual,pune,pune,3.73 Lakh,3.73,https://www.cars24.com/buy-used-honda-city-2014-cars-pune-12474063771/,,Cars24
2023 Hyundai Creta,hyundai,creta,2023,40077.0,Petrol,manual,pune,pune,11.26 Lakh,11.26,https://www.cars24.com/buy-used-hyundai-creta-2023-cars-pune-10667869703/,,Cars24
2016 Maruti Celerio,maruti,celerio,2016,59678.0,Petrol,auto,pune,pune,3.00 Lakh,3.0,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-pune-10602161748/,,Cars24
2016 Hyundai Eon,hyundai,eon,2016,84098.0,Petrol,manual,pune,pune,1.84 Lakh,1.84,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-pune-10688568705/,,Cars24
2018 Hyundai NEW SANTRO,hyundai,new santro,2018,43478.0,Cng,auto,pune,pune,3.58 Lakh,3.58,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-pune-10693767739/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,89634.0,Petrol,auto,pune,pune,1.83 Lakh,1.83,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10608546743/,,Cars24
2022 Tata PUNCH,tata,punch,2022,17244.0,Petrol,auto,pune,pune,6.31 Lakh,6.31,https://www.cars24.com/buy-used-tata-punch-2022-cars-pune-10643561745/,,Cars24
2017 Maruti Ciaz,maruti,ciaz,2017,90172.0,Petrol,manual,pune,pune,4.64 Lakh,4.64,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-pune-10695862786/,,Cars24
2022 Tata Tiago,tata,tiago,2022,30092.0,Cng,manual,pune,pune,4.50 Lakh,4.5,https://www.cars24.com/buy-used-tata-tiago-2022-cars-pune-10610569744/,,Cars24
2013 Maruti Wagon R 1.0,maruti,wagon r 1.0,2013,37495.0,Petrol,manual,pune,pune,1.63 Lakh,1.63,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-pune-20531361753/,,Cars24
2023 Mahindra XUV700,mahindra,xuv700,2023,19885.0,Petrol,manual,pune,pune,14.51 Lakh,14.51,https://www.cars24.com/buy-used-mahindra-xuv700-2023-cars-pune-10650668707/,,Cars24
2020 KIA SELTOS,kia,seltos,2020,41250.0,Petrol,manual,pune,pune,8.55 Lakh,8.55,https://www.cars24.com/buy-used-kia-seltos-2020-cars-pune-10624969748/,,Cars24
2014 Hyundai Eon,hyundai,eon,2014,78367.0,Petrol,manual,pune,pune,1.53 Lakh,1.53,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-pune-10651062750/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,99344.0,Petrol,manual,pune,pune,2.06 Lakh,2.06,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10687261748/,,Cars24
2016 Skoda Rapid,skoda,rapid,2016,111375.0,Diesel,auto,pune,pune,4.76 Lakh,4.76,https://www.cars24.com/buy-used-skoda-rapid-2016-cars-pune-10617568742/,,Cars24
2016 Maruti Alto 800,maruti,alto 800,2016,56363.0,Petrol,manual,pune,pune,1.88 Lakh,1.88,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-pune-10603968755/,,Cars24
2015 Maruti Ertiga,maruti,ertiga,2015,38636.0,Cng,manual,pune,pune,5.52 Lakh,5.52,https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-pune-10621962725/,,Cars24
2016 Ford Ecosport,ford,ecosport,2016,50427.0,Petrol,manual,pune,pune,3.60 Lakh,3.6,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-pune-10613565772/,,Cars24
2025 KIA SYROS,kia,syros,2025,11258.0,Petrol,auto,pune,pune,11.27 Lakh,11.27,https://www.cars24.com/buy-used-kia-syros-2025-cars-pune-10667960768/,,Cars24
2015 Maruti Swift,maruti,swift,2015,43661.0,Petrol,manual,pune,pune,3.61 Lakh,3.61,https://www.cars24.com/buy-used-maruti-swift-2015-cars-pune-10615964782/,,Cars24
2017 Maruti Celerio,maruti,celerio,2017,108014.0,Petrol,auto,pune,pune,2.89 Lakh,2.89,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-pune-10649566744/,,Cars24
2014 Honda Amaze,honda,amaze,2014,61628.0,Petrol,auto,pune,pune,2.92 Lakh,2.92,https://www.cars24.com/buy-used-honda-amaze-2014-cars-pune-10696565733/,,Cars24
2017 Hyundai Creta,hyundai,creta,2017,71279.0,Petrol,manual,pune,pune,5.39 Lakh,5.39,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-10670560703/,,Cars24
2021 Hyundai VENUE,hyundai,venue,2021,67305.0,Cng,manual,pune,pune,7.37 Lakh,7.37,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-pune-10089564752/,,Cars24
2016 Hyundai Grand i10,hyundai,grand i10,2016,30330.0,Petrol,manual,pune,pune,2.72 Lakh,2.72,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-10643768731/,,Cars24
2013 Hyundai i10,hyundai,i10,2013,46602.0,Petrol,manual,pune,pune,1.45 Lakh,1.45,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-pune-10617169705/,,Cars24
2015 Honda City,honda,city,2015,60254.0,Petrol,auto,pune,pune,4.03 Lakh,4.03,https://www.cars24.com/buy-used-honda-city-2015-cars-pune-10677465753/,,Cars24
2021 Hyundai NEW I20,hyundai,new i20,2021,35168.0,Petrol,auto,pune,pune,7.24 Lakh,7.24,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-pune-10651964702/,,Cars24
2017 Mahindra Kuv100,mahindra,kuv100,2017,76124.0,Petrol,manual,pune,pune,2.56 Lakh,2.56,https://www.cars24.com/buy-used-mahindra-kuv100-2017-cars-pune-10609769737/,,Cars24
2022 Hyundai GRAND I10 NIOS,hyundai,grand i10 nios,2022,65581.0,Cng,manual,pune,pune,5.68 Lakh,5.68,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2022-cars-pune-10632167742/,,Cars24
2019 MG HECTOR,mg,hector,2019,69033.0,Petrol,auto,pune,pune,8.53 Lakh,8.53,https://www.cars24.com/buy-used-mg-hector-2019-cars-pune-12376864712/,,Cars24
2016 Hyundai Verna,hyundai,verna,2016,99910.0,Diesel,manual,pune,pune,5.85 Lakh,5.85,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-pune-10617461780/,,Cars24
2017 Maruti Alto 800,maruti,alto 800,2017,31273.0,Petrol,manual,pune,pune,2.32 Lakh,2.32,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-pune-10660364708/,,Cars24
2022 Renault TRIBER,renault,triber,2022,11713.0,Petrol,auto,pune,pune,5.05 Lakh,5.05,https://www.cars24.com/buy-used-renault-triber-2022-cars-pune-10692765706/,,Cars24
2021 Mahindra XUV700,mahindra,xuv700,2021,37871.0,Petrol,manual,pune,pune,13.71 Lakh,13.71,https://www.cars24.com/buy-used-mahindra-xuv700-2021-cars-pune-10663768725/,,Cars24
2018 Hyundai Creta,hyundai,creta,2018,85553.0,Petrol,auto,pune,pune,6.56 Lakh,6.56,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-pune-10652562743/,,Cars24
2015 Hyundai i10,hyundai,i10,2015,103317.0,Cng,manual,pune,pune,2.26 Lakh,2.26,https://www.cars24.com/buy-used-hyundai-i10-2015-cars-pune-10628160746/,,Cars24
2022 Tata NEXON,tata,nexon,2022,70223.0,Diesel,manual,pune,pune,7.21 Lakh,7.21,https://www.cars24.com/buy-used-tata-nexon-2022-cars-pune-10697364710/,,Cars24
2013 Honda Amaze,honda,amaze,2013,60093.0,Petrol,manual,pune,pune,2.65 Lakh,2.65,https://www.cars24.com/buy-used-honda-amaze-2013-cars-pune-10612961755/,,Cars24
2021 Tata PUNCH,tata,punch,2021,22727.0,Petrol,auto,pune,pune,6.06 Lakh,6.06,https://www.cars24.com/buy-used-tata-punch-2021-cars-pune-10696867707/,,Cars24
2020 Maruti Dzire,maruti,dzire,2020,27558.0,Petrol,auto,pune,pune,5.02 Lakh,5.02,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-pune-10608362744/,,Cars24
2022 Volkswagen TAIGUN,volkswagen,taigun,2022,76831.0,Petrol,manual,pune,pune,8.49 Lakh,8.49,https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-pune-12546568719/,,Cars24
2015 Honda City,honda,city,2015,95571.0,Petrol,auto,pune,pune,3.51 Lakh,3.51,https://www.cars24.com/buy-used-honda-city-2015-cars-pune-10678569729/,,Cars24
2017 Hyundai Creta,hyundai,creta,2017,120845.0,Diesel,manual,pune,pune,7.00 Lakh,7.0,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-pune-10659160762/,,Cars24
2022 MG ASTOR,mg,astor,2022,63216.0,Petrol,manual,pune,pune,7.80 Lakh,7.8,https://www.cars24.com/buy-used-mg-astor-2022-cars-pune-10637868737/,,Cars24
2021 MG HECTOR PLUS,mg,hector plus,2021,29432.0,Petrol,auto,pune,pune,13.12 Lakh,13.12,https://www.cars24.com/buy-used-mg-hector-plus-2021-cars-pune-10653964740/,,Cars24
2013 Honda City,honda,city,2013,100391.0,Petrol,manual,pune,pune,2.32 Lakh,2.32,https://www.cars24.com/buy-used-honda-city-2013-cars-pune-10633067731/,,Cars24
2017 Volkswagen Ameo,volkswagen,ameo,2017,86048.0,Diesel,manual,pune,pune,4.15 Lakh,4.15,https://www.cars24.com/buy-used-volkswagen-ameo-2017-cars-pune-10648968745/,,Cars24
2015 Hyundai Grand i10,hyundai,grand i10,2015,65831.0,Petrol,manual,pune,pune,2.81 Lakh,2.81,https://www.cars24.com/buy-used-hyundai-grand-i10-2015-cars-pune-10674666782/,,Cars24
2016 Renault Kwid,renault,kwid,2016,65284.0,Petrol,manual,pune,pune,2.01 Lakh,2.01,https://www.cars24.com/buy-used-renault-kwid-2016-cars-pune-10608264732/,,Cars24
2018 Honda Jazz,honda,jazz,2018,50494.0,Petrol,auto,pune,pune,4.60 Lakh,4.6,https://www.cars24.com/buy-used-honda-jazz-2018-cars-pune-10623463725/,,Cars24
2021 Skoda KUSHAQ,skoda,kushaq,2021,60841.0,Petrol,manual,pune,pune,8.70 Lakh,8.7,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-pune-10627768782/,,Cars24
2016 Honda Jazz,honda,jazz,2016,57482.0,Petrol,manual,pune,pune,3.34 Lakh,3.34,https://www.cars24.com/buy-used-honda-jazz-2016-cars-pune-10669960722/,,Cars24
2013 Honda City,honda,city,2013,78899.0,Petrol,manual,pune,pune,3.01 Lakh,3.01,https://www.cars24.com/buy-used-honda-city-2013-cars-pune-10666462742/,,Cars24
2016 Maruti Vitara Brezza,maruti,vitara brezza,2016,109176.0,Diesel,manual,pune,pune,5.89 Lakh,5.89,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-pune-10632661743/,,Cars24
2016 Honda CRV,honda,crv,2016,90696.0,Petrol,auto,pune,pune,5.07 Lakh,5.07,https://www.cars24.com/buy-used-honda-crv-2016-cars-pune-10639364706/,,Cars24
2021 Hyundai Creta,hyundai,creta,2021,107007.0,Diesel,auto,pune,pune,12.47 Lakh,12.47,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-pune-10632466731/,,Cars24
2016 Maruti Wagon R 1.0,maruti,wagon r 1.0,2016,66853.0,Petrol,auto,pune,pune,2.75 Lakh,2.75,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-pune-10603966724/,,Cars24
2020 Maruti IGNIS,maruti,ignis,2020,65102.0,Petrol,manual,pune,pune,4.10 Lakh,4.1,https://www.cars24.com/buy-used-maruti-ignis-2020-cars-pune-10627666743/,,Cars24
2022 Hyundai VENUE,hyundai,venue,2022,82560.0,Diesel,manual,pune,pune,9.03 Lakh,9.03,https://www.cars24.com/buy-used-hyundai-venue-2022-cars-pune-10618464703/,,Cars24
2017 Hyundai Verna,hyundai,verna,2017,102297.0,Petrol,auto,pune,pune,5.87 Lakh,5.87,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-pune-10692066708/,,Cars24
2018 Honda WR-V,honda,wr-v,2018,44375.0,Petrol,manual,pune,pune,5.48 Lakh,5.48,https://www.cars24.com/buy-used-honda-wr-v-2018-cars-pune-10611862705/,,Cars24
2024 Tata NEXON,tata,nexon,2024,6991.0,Petrol,auto,pune,pune,10.12 Lakh,10.12,https://www.cars24.com/buy-used-tata-nexon-2024-cars-pune-10677862700/,,Cars24
2019 Honda City,honda,city,2019,108942.0,Petrol,auto,pune,pune,6.87 Lakh,6.87,https://www.cars24.com/buy-used-honda-city-2019-cars-pune-10681761722/,,Cars24
2016 Maruti Baleno,maruti,baleno,2016,37593.0,Petrol,manual,pune,pune,4.47 Lakh,4.47,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-pune-10622566723/,,Cars24
2014 Hyundai Grand i10,hyundai,grand i10,2014,93607.0,Petrol,manual,pune,pune,2.55 Lakh,2.55,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-pune-10648261745/,,Cars24
2013 Hyundai i20,hyundai,i20,2013,78058.0,Petrol,manual,pune,pune,2.39 Lakh,2.39,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-pune-10626562739/,,Cars24
2016 Maruti Celerio,maruti,celerio,2016,43442.0,Petrol,auto,pune,pune,3.23 Lakh,3.23,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-pune-10610869749/,,Cars24
2015 Hyundai Creta,hyundai,creta,2015,46796.0,Petrol,manual,pune,pune,5.13 Lakh,5.13,https://www.cars24.com/buy-used-hyundai-creta-2015-cars-pune-12394561754/,,Cars24
2021 Maruti Swift,maruti,swift,2021,122620.0,Petrol,manual,pune,pune,5.48 Lakh,5.48,https://www.cars24.com/buy-used-maruti-swift-2021-cars-pune-10681861702/,,Cars24
2016 Honda City,honda,city,2016,82343.0,Petrol,auto,pune,pune,4.36 Lakh,4.36,https://www.cars24.com/buy-used-honda-city-2016-cars-pune-10620967746/,,Cars24
