name,price,emi,kilometer,fuel,transmission,registration,location,link
"2023 Maruti XL6
11.90 Lakh
₹12.20 Lakh",11.90 Lakh,"EMI ₹21,048/m*",26.5K km,Petrol,Automatic,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/xl6/alpha-at-petrol-hadapsar-2023/28003350/
"2015 Maruti Celerio
2.92 Lakh",2.92 Lakh,"EMI ₹6,417/m*",106.5K km,Petrol,Manual,MH11,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/celerio/zxi-opt-hadapsar-2015/28228178/
"2021 Renault Kwid
3.15 Lakh",3.15 Lakh,"EMI ₹5,483/m*",45.5K km,Petrol,Automatic,MH14,Wagholi,https://www.spinny.com/buy-used-cars/pune/renault/kwid/10-rxt-amt-wagholi-2021/28938879/
"2018 Maruti Ciaz
5.64 Lakh
₹5.70 Lakh",5.64 Lakh,"EMI ₹9,774/m*",96.5K km,Petrol,Manual,MH14,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/ciaz/alpha-hybrid-15-2018/29045850/
"2020 Tata Nexon
8.20 Lakh
₹8.31 Lakh",8.20 Lakh,"EMI ₹14,219/m*",30K km,Diesel,Automatic,MH12,Wagholi,https://www.spinny.com/buy-used-cars/pune/tata/nexon/xza-plus-o-diesel-wagholi-2020/28172311/
"2016 Honda Jazz
3.65 Lakh",3.65 Lakh,"EMI ₹7,424/m*",104K km,Diesel,Manual,MH20,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/honda/jazz/sv-diesel-hinjawadi-2016/28242930/
"2014 Hyundai Grand i10
3.31 Lakh
₹3.39 Lakh",3.31 Lakh,"EMI ₹9,353/m*",36K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/hyundai/grand-i10/magna-12-kappa-vtvt-hadapsar-2014/29034928/
"2017 Ford EcoSport
4.45 Lakh
₹4.53 Lakh",4.45 Lakh,"EMI ₹8,318/m*",86.5K km,Petrol,Automatic,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/ford/ecosport/titanium-15l-tivct-at-2017/28257905/
"2016 Maruti Ertiga
6.45 Lakh
₹6.53 Lakh",6.45 Lakh,"EMI ₹11,959/m*",57.5K km,Petrol,Automatic,MH03,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/ertiga/vxi-at-hadapsar-2016/28786191/
"2014 Hyundai Xcent
2.94 Lakh
₹2.98 Lakh",2.94 Lakh,"EMI ₹7,732/m*",115.5K km,Petrol,Manual,MH12,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/hyundai/xcent/s-12-hinjawadi-2014/28997613/
"2014 Volkswagen Polo
3.13 Lakh
₹3.17 Lakh",3.13 Lakh,"EMI ₹8,212/m*",127.5K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/volkswagen/polo/highline12l-p-hadapsar-2014/28432221/
"2013 Maruti Wagon R 1.0
2.24 Lakh
₹2.28 Lakh",2.24 Lakh,"EMI ₹9,115/m*",80K km,Petrol,Manual,MH49,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/wagon-r-10/vxi-2013/28412607/
"2024 Hyundai Verna
13.50 Lakh
₹13.65 Lakh",13.50 Lakh,"EMI ₹25,731/m*",45K km,Petrol,Automatic,MH42,Wagholi,https://www.spinny.com/buy-used-cars/pune/hyundai/verna/sx-o-15-turbo-petrol-dct-wagholi-2024/28816789/
"2017 Maruti Celerio
3.22 Lakh
₹3.26 Lakh",3.22 Lakh,"EMI ₹5,619/m*",95K km,Petrol,Automatic,MH20,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/celerio/vxi-amt-2017/28232121/
"2018 Ford EcoSport
5.76 Lakh
₹5.82 Lakh",5.76 Lakh,"EMI ₹9,979/m*",103.5K km,Petrol,Manual,MH12,Wagholi,https://www.spinny.com/buy-used-cars/pune/ford/ecosport/titanium-15l-tivct-wagholi-2018/28883748/
"2016 Volkswagen Vento
5.84 Lakh
₹5.88 Lakh",5.84 Lakh,"EMI ₹10,170/m*",32.5K km,Petrol,Automatic,MH12,Wagholi,https://www.spinny.com/used-cars-in-pune/s/
"2019 Volkswagen Ameo
4.38 Lakh
₹4.44 Lakh",4.38 Lakh,"EMI ₹7,200/m*",46K km,Petrol,Manual,MH49,"Seasons Mall, Magarpatta",https://www.spinny.com/used-cars-in-pune/s/
"2016 Honda Jazz
3.97 Lakh",3.97 Lakh,"EMI ₹6,842/m*",80K km,Petrol,Manual,MH12,"Seasons Mall, Magarpatta",https://www.spinny.com/buy-used-cars/pune/honda/jazz/sv-petrol-hadapsar-2016/28634091/
"2022 Mahindra XUV 300
9.15 Lakh
₹9.23 Lakh",9.15 Lakh,"EMI ₹15,786/m*",22K km,Petrol,Manual,MH12,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/mahindra/xuv-300/w8-o-12-petrol-hinjawadi-2022/27481728/
"2018 Skoda Octavia
10.65 Lakh
₹10.85 Lakh",10.65 Lakh,"EMI ₹18,732/m*",86.5K km,Petrol,Automatic,MH14,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/skoda/octavia/18-tsi-lk-hinjawadi-2018/27928109/
"2020 Mercedes C-Class
29.77 Lakh
₹30.86 Lakh",29.77 Lakh,"EMI ₹53,067/m*",27.5K km,Petrol,Automatic,MH14,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/mercedes-benz/c-class/c-200-progressive-hinjawadi-2020/22805321/
"2017 Ford EcoSport
5.63 Lakh",5.63 Lakh,"EMI ₹9,723/m*",87.5K km,Diesel,Manual,MH20,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/ford/ecosport/titanium-15l-tdci-hinjawadi-2017/28256026/
"2022 Maruti Vitara Brezza
8.50 Lakh",8.50 Lakh,"EMI ₹14,543/m*",33K km,Petrol,Manual,MH25,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/maruti-suzuki/vitara-brezza/zxi-plus-hinjawadi-2022/28714996/
"2018 Toyota Innova Crysta
15.25 Lakh
₹15.45 Lakh",15.25 Lakh,"EMI ₹26,640/m*",66.5K km,Diesel,Manual,MH13,Hinjewadi,https://www.spinny.com/buy-used-cars/pune/toyota/innova-crysta/24-v-8-str-2018/28889049/
